id,srv_id,api_name,api_content,api_param,test_count,is_inuse,priority
15,1,MERGE,MERGE HDR= LOT= OPERATOR= SUBLOT= CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""SUBLOT"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,Y,1
16,1,SHIP,SHIP HDR=  OPERATOR=  PASSWD= LOT=  CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""PASSWD"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,N,3
17,1,UNSHIP,UNSHIP HDR=  OPERATOR=  PASSWD= LOT=  CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""PASSWD"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,N,3
18,1,TERM,TERM HDR= OPERATOR= LOT= CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,N,3
19,1,UNTERM,UNTERM HDR= OPERATOR= LOT= CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,N,3
20,1,ADJUST,ADJUST HDR= LOT= OPERATOR= HOLDPASSWORD= LOCATION= CLASS= ISECNLOT= DIEQUANTITY= RELEASEHOLD= CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""HOLDPASSWORD"",""value"":"""",""is_required"":false},{""key"":""LOCATION"",""value"":"""",""is_required"":false},{""key"":""CLASS"",""value"":"""",""is_required"":false},{""key"":""ISECNLOT"",""value"":"""",""is_required"":false},{""key"":""DIEQUANTITY"",""value"":"""",""is_required"":false},{""key"":""RELEASEHOLD"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,N,3
21,1,SPRWK,SPRWK HDR= LOT= OPERATOR= ISIDENTIFIED= CODE= QTY= PROC= COMP= STARTINST= ENDINST= CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""ISIDENTIFIED"",""value"":"""",""is_required"":false},{""key"":""CODE"",""value"":"""",""is_required"":false},{""key"":""QTY"",""value"":"""",""is_required"":false},{""key"":""PROC"",""value"":"""",""is_required"":false},{""key"":""COMP"",""value"":"""",""is_required"":false},{""key"":""STARTINST"",""value"":"""",""is_required"":false},{""key"":""ENDINST"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,N,3
22,1,SPLIT,SPLIT HDR= LOT= OPERATOR= ISPERMANENT= ISIDENTIFIED= QTY= SPLITFOR= COMP= MERGEPROC= MERGEINST= MERGEOPER= CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""ISPERMANENT"",""value"":"""",""is_required"":false},{""key"":""ISIDENTIFIED"",""value"":"""",""is_required"":false},{""key"":""QTY"",""value"":"""",""is_required"":false},{""key"":""SPLITFOR"",""value"":"""",""is_required"":false},{""key"":""COMP"",""value"":"""",""is_required"":false},{""key"":""MERGEPROC"",""value"":"""",""is_required"":false},{""key"":""MERGEINST"",""value"":"""",""is_required"":false},{""key"":""MERGEOPER"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,Y,1
23,1,UPDATELOT,UPDATELOT HDR= LOT= OPERATOR= CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,Y,1
24,1,GETSOURCEINFO,GETSOURCEINFO HDR= LOT= OPERATOR= PASSWD=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""PASSWD"",""value"":"""",""is_required"":false}]",0,Y,1
25,1,SOURCELIST,SOURCELIST HDR= PART= OPERATOR= PASSWD=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""PART"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""PASSWD"",""value"":"""",""is_required"":false}]",0,Y,1
26,1,GETSCHEDLOTINFO,GETSCHEDLOTINFO HDR= LOT= OPERATOR= PASSWD=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""PASSWD"",""value"":"""",""is_required"":false}]",0,Y,1
27,1,MERGELIST,MERGELIST HDR= OPERATOR= LOT= ISSHOW=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""ISSHOW"",""value"":"""",""is_required"":false}]",0,Y,1
28,1,AUTOMERGELIST,AUTOMERGELIST HDR= LOT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false}]",0,N,3
29,1,AUTOMERGE,AUTOMERGE HDR= LOT= OPERATOR= CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,N,3
30,1,GETNEXTINFO,GETNEXTINFO HDR= LOT= OPERATOR= PASSWD=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""PASSWD"",""value"":"""",""is_required"":false}]",0,N,3
31,1,PLANHOLD,PLANHOLD HDR= OPERATOR= PASSWD= LOT= CODE= REASON= PROC= INST= OP=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""PASSWD"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""CODE"",""value"":"""",""is_required"":false},{""key"":""REASON"",""value"":"""",""is_required"":false},{""key"":""PROC"",""value"":"""",""is_required"":false},{""key"":""INST"",""value"":"""",""is_required"":false},{""key"":""OP"",""value"":"""",""is_required"":false}]",0,N,3
32,1,BANKOUT,BANKOUT HDR=  OPERATOR=  PASSWD= LOT=  CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""PASSWD"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,Y,1
33,1,BRWFPROC,BRWFPROC HDR= OP= LOT= PROCEDURE= STARTINST= ENDINST= QTY= REWORKCODE= REWORKDESC= BRKMODULE= SCANPURPOSE= SCANCOMP=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OP"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""PROCEDURE"",""value"":"""",""is_required"":false},{""key"":""STARTINST"",""value"":"""",""is_required"":false},{""key"":""ENDINST"",""value"":"""",""is_required"":false},{""key"":""QTY"",""value"":"""",""is_required"":false},{""key"":""REWORKCODE"",""value"":"""",""is_required"":false},{""key"":""REWORKDESC"",""value"":"""",""is_required"":false},{""key"":""BRKMODULE"",""value"":"""",""is_required"":false},{""key"":""SCANPURPOSE"",""value"":"""",""is_required"":false},{""key"":""SCANCOMP"",""value"":"""",""is_required"":false}]",0,Y,1
34,1,UPDENGCR2,UPDENGCR2 HDR= LOT= OPERATOR= ENGINEER= CR2=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""ENGINEER"",""value"":"""",""is_required"":false},{""key"":""CR2"",""value"":"""",""is_required"":false}]",0,N,3
35,1,DELLOT,DELLOT HDR= OPERATOR= LOT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false}]",0,N,3
36,1,ALTOPER,ALTOPER HDR= OPERATOR= LOT= OP= ALTOP=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""OP"",""value"":"""",""is_required"":false},{""key"":""ALTOP"",""value"":"""",""is_required"":false}]",0,Y,1
37,3,EQPSTAT,EQPSTAT  HDR= EQP= OPERATOR= STATE= STATUS= CODE= DESC= CMT= FAILCODE= COMP=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""EQP"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""STATE"",""value"":"""",""is_required"":false},{""key"":""STATUS"",""value"":"""",""is_required"":false},{""key"":""CODE"",""value"":"""",""is_required"":false},{""key"":""DESC"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false},{""key"":""FAILCODE"",""value"":"""",""is_required"":false},{""key"":""COMP"",""value"":"""",""is_required"":false}]",0,Y,1
38,3,ADJUSTEQP,ADJUSTEQP  HDR= EQP= OPERATOR= MCDATA= PCDATA= SLDATA= ISRESERVED=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""EQP"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""MCDATA"",""value"":"""",""is_required"":false},{""key"":""PCDATA"",""value"":"""",""is_required"":false},{""key"":""SLDATA"",""value"":"""",""is_required"":false},{""key"":""ISRESERVED"",""value"":"""",""is_required"":false}]",0,Y,1
39,3,REGEAP,REGEAP HDR= EQP=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""EQP"",""value"":"""",""is_required"":false}]",0,Y,1
40,3,CLOSEEAP,CLOSEEAP HDR= EQP=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""EQP"",""value"":"""",""is_required"":false}]",0,N,3
41,3,TAGINFO,TAGINFO HDR= JOB= WIPNO= BINNO=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""JOB"",""value"":"""",""is_required"":false},{""key"":""WIPNO"",""value"":"""",""is_required"":false},{""key"":""BINNO"",""value"":"""",""is_required"":false}]",0,Y,1
42,3,JIPINFO,JIPINFO HDR= EQP=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""EQP"",""value"":"""",""is_required"":false}]",0,Y,1
43,3,UPDATETAG,UPDATETAG HDR= OPERATOR= WIPRACK= BINNO= TAGTYPE=NULL|EMPTY|CASSETTE|LOT|CURRENT CURLOTID= NEWLOTID=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""WIPRACK"",""value"":"""",""is_required"":false},{""key"":""BINNO"",""value"":"""",""is_required"":false},{""key"":""TAGTYPE"",""value"":"""",""is_required"":false},{""key"":""CURLOTID"",""value"":"""",""is_required"":false},{""key"":""NEWLOTID"",""value"":"""",""is_required"":false}]",0,Y,1
44,3,CLEARTAG,CLEARTAG HDR= OPERATOR= WIPRACK= BINNO= TAGTYPE=NULL|EMPTY|CASSETTE|LOT|CURRENT CURLOTID= NEWLOTID=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""WIPRACK"",""value"":"""",""is_required"":false},{""key"":""BINNO"",""value"":"""",""is_required"":false},{""key"":""TAGTYPE"",""value"":"""",""is_required"":false},{""key"":""CURLOTID"",""value"":"""",""is_required"":false},{""key"":""NEWLOTID"",""value"":"""",""is_required"":false}]",0,Y,1
45,3,GETCURLOTID,GETCURLOTID HDR= WIPNO= BINNO=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""WIPNO"",""value"":"""",""is_required"":false},{""key"":""BINNO"",""value"":"""",""is_required"":false}]",0,Y,1
46,3,STARTREADY,STARTREADY HDR= WIPNO= BINNO=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""WIPNO"",""value"":"""",""is_required"":false},{""key"":""BINNO"",""value"":"""",""is_required"":false}]",0,Y,1
47,3,PODARRIVAL,PODARRIVAL HDR= LOT= WIPNO= BINNO=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""WIPNO"",""value"":"""",""is_required"":false},{""key"":""BINNO"",""value"":"""",""is_required"":false}]",0,N,3
48,3,PODREMOVAL,PODREMOVAL HDR= LOT= WIPNO= BINNO=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""WIPNO"",""value"":"""",""is_required"":false},{""key"":""BINNO"",""value"":"""",""is_required"":false}]",0,N,3
49,3,LOTSTATUS,LOTSTATUS HDR= LOT= STATUS=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""STATUS"",""value"":"""",""is_required"":false}]",0,Y,1
50,3,AREYOUTHERE,AREYOUTHERE HDR= EQP=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""EQP"",""value"":"""",""is_required"":false}]",0,N,3
51,3,EQPALM,EQPALM HDR= EQP= ALCD= ALID= ALTX=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""EQP"",""value"":"""",""is_required"":false},{""key"":""ALCD"",""value"":"""",""is_required"":false},{""key"":""ALID"",""value"":"""",""is_required"":false},{""key"":""ALTX"",""value"":"""",""is_required"":false}]",0,N,3
52,3,SETGROUP,SETGROUP HDR= EQP= USERID= GROUP=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""EQP"",""value"":"""",""is_required"":false},{""key"":""USERID"",""value"":"""",""is_required"":false},{""key"":""GROUP"",""value"":"""",""is_required"":false}]",0,Y,1
53,3,EQPSPECIFIC,EQPSPECIFIC  HDR= EQP= OPERATOR= STATE= STATUS= CODE= DESC= LOTID= CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""EQP"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""STATE"",""value"":"""",""is_required"":false},{""key"":""STATUS"",""value"":"""",""is_required"":false},{""key"":""CODE"",""value"":"""",""is_required"":false},{""key"":""DESC"",""value"":"""",""is_required"":false},{""key"":""LOTID"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,Y,1
54,3,TANKGRADE,TANKGRADE  HDR= LOTID= EQP= PPID= TANK= OPERATOR= OP=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""LOTID"",""value"":"""",""is_required"":false},{""key"":""EQP"",""value"":"""",""is_required"":false},{""key"":""PPID"",""value"":"""",""is_required"":false},{""key"":""TANK"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""OP"",""value"":"""",""is_required"":false}]",0,N,3
55,3,UPDATEEQP,UPDATEEQP  HDR= EQP=  LOTCNT= CURRLOTCNT= RUNNINGLOTLIST= LOTLIST=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""EQP"",""value"":"""",""is_required"":false},{""key"":""LOTCNT"",""value"":"""",""is_required"":false},{""key"":""CURRLOTCNT"",""value"":"""",""is_required"":false},{""key"":""RUNNINGLOTLIST"",""value"":"""",""is_required"":false},{""key"":""LOTLIST"",""value"":"""",""is_required"":false}]",0,Y,1
56,4,SETABLOT,SETABLOT HDR= OPERATOR= LOT= CODE= DESC=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""CODE"",""value"":"""",""is_required"":false},{""key"":""DESC"",""value"":"""",""is_required"":false}]",0,N,3
57,4,RLSABLOT,RLSABLOT HDR= OPERATOR= LOT= CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,N,3
58,4,DUMMY,DUMMY HDR= OPERATOR= LOT= CELL= TYPE=F|S|M QTY= CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""CELL"",""value"":"""",""is_required"":false},{""key"":""TYPE"",""value"":"""",""is_required"":false},{""key"":""QTY"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,N,3
59,4,MCL,MCL HDR= OPERATOR= LOT= TYPE=M|P|S QTY= MAINEQP= CMT=,"[{""key"":""HDR"",""value"":"""",""is_required"":false},{""key"":""OPERATOR"",""value"":"""",""is_required"":false},{""key"":""LOT"",""value"":"""",""is_required"":false},{""key"":""TYPE"",""value"":"""",""is_required"":false},{""key"":""QTY"",""value"":"""",""is_required"":false},{""key"":""MAINEQP"",""value"":"""",""is_required"":false},{""key"":""CMT"",""value"":"""",""is_required"":false}]",0,N,3
